genesinput	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	Tregs	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
SLC35B1	207.5685271	377.2881757	3778.568055	712.8191698	516.1544785	668.6707109	1588.041026	803.2602471	521.7397176	514.8628305	709.594424	1654.825616	869.5270847	1324.616163	946.4415995	953.5011061	944.5192571	648.0743798	1011.702637	876.8217175	459.9953656	396.1363942
SLC35C1	201.6701633	235.3486205	365.1124846	297.9350749	294.3341416	346.3015482	236.6664335	244.883665	413.24152	388.0630812	245.1642373	251.8308184	264.6509849	300.7041616	310.2291286	225.9822251	293.4021716	299.9883204	252.749437	270.5677307	290.1067477	247.4884294
SLC35C2	268.1098464	459.1920296	514.6709715	505.4794708	615.574234	526.0115085	330.0530055	409.8488658	187.7042528	198.8404894	243.3312448	345.305638	358.1485673	333.099384	593.3476073	303.7948328	309.2952947	291.2916545	135.7235251	155.8958693	261.8122117	331.6318988
SLC35D1	64.3351871	50.09766732	43.13043305	63.93698799	86.6079297	69.2200367	228.8309268	68.73789331	101.774859	76.45613688	85.49338397	102.255299	36.96708913	90.68099519	34.24902595	43.42364782	84.52446899	112.2368418	123.6081025	75.35619993	219.2585187	52.97460155
SLC35D2	49.01458544	133.3888012	119.5727193	404.7669413	226.7906394	342.2480597	119.4324671	250.1023415	321.2476202	219.120155	332.1862553	132.3282146	324.2635222	258.5577688	401.8384715	322.1631764	320.3831052	403.4179137	252.2845093	191.143478	141.3016804	85.2650714
SLC35E1	602.0197673	438.0464725	532.4332746	317.6934692	281.4216469	483.1045206	412.6295136	287.7266803	682.3657862	387.4643092	379.3696017	415.376063	275.1387819	357.7231748	357.4914025	339.0665386	389.0490269	294.5293123	185.4753729	174.3992024	462.7395984	342.7438404
SLC35E2	185.7375226	251.6850483	104.2562884	69.40102975	117.1511345	90.99707092	32.31656476	93.22802803	60.83074343	141.4855787	117.9260767	86.09710105	114.6411893	73.68403396	60.30106853	48.71083673	48.08532236	72.94183743	29.30802213	17.26752096	64.55710159	109.2417122
SLC35E3	119.9369654	111.8729293	309.097988	319.152997	221.4966015	294.3341416	191.3375711	95.2611017	376.9015304	366.2115693	281.3688246	174.3145019	321.8252739	536.609283	391.4357554	345.1908957	580.9083091	1327.462229	459.3115217	204.1908809	214.4022346	622.4291775
SLC35F2	1247.349773	1435.206044	1846.487604	389.0554927	263.6529152	410.3171187	577.6136289	497.5277949	508.2015819	576.0318835	207.3877065	348.9341752	245.95614	242.9705323	460.6314841	143.6928819	164.1034421	242.3292949	672.9775947	648.687834	279.4144262	375.1269676
SLC36A1	18.87856129	62.67291565	103.4391405	132.6964822	85.82317784	120.6402118	146.9014409	250.750217	133.6402073	135.4597334	244.3016781	218.7959016	467.6466459	588.0392908	396.810603	917.0754372	850.7393546	466.7819758	534.508506	488.3677152	542.1088767	577.0175957
SLC37A1	14.59082485	18.33949282	25.16701735	142.2709027	212.5228127	81.46869754	27.04752387	183.0663448	10.27420437	200.6623124	95.63679698	145.0696599	21.40395264	25.83454691	668.6707109	142.1314148	25.29435623	285.2985931	7.295673744	6.936694057	52.36746565	10.2242149
SLC37A4	246.9397124	210.2815805	352.4457686	249.2116513	315.8328244	251.7376403	302.8056856	414.5303393	72.70266971	296.7713246	187.4024391	227.1939066	226.4629412	456.5111245	384.3034128	526.3636506	444.8356974	386.4296824	238.1939268	186.4788761	192.7568186	275.4677722
SLC38A1	3835.159576	2527.333532	1019.175958	3683.414691	5120.269017	2816.213537	2104.387483	4042.377012	4903.104707	2674.013783	3192.165167	2897.488711	126.6383694	73.61932392	21.32839265	46.90834881	78.07934851	113.6197202	185.5469686	224.2920486	2714.057118	642.7333693
SLC38A10	1038.724318	946.7243106	2291.803436	1143.188294	1006.465557	1030.758348	398.4860823	997.5839112	1943.122007	1303.614043	1294.421712	1040.505259	1292.158481	734.4721678	622.1905686	753.235961	866.9878779	882.3991225	987.2624109	868.6285592	439.4803071	1084.792335
SLC38A2	3175.800225	3187.914442	3786.777664	3521.668824	4078.445189	2885.120974	2795.349907	3561.016764	4831.957525	2687.753113	4554.284765	4341.953133	2558.057861	2907.209718	1117.591296	2173.314308	2099.573663	1715.221103	4835.911641	4426.471402	4609.295602	1801.007035
SLC38A3	89.02107469	111.8358799	66.10978412	89.01784453	115.9850691	31.19079661	30.90820518	104.89154	21.05007253	95.10050191	56.66160583	63.54400582	158.9000455	88.26833069	72.69074036	85.90341721	76.82592927	109.3348348	69.44720818	80.09754523	182.7233232	88.71191716
SLC38A4	43.1896924	44.95798871	18.71219759	12.47410549	23.42229647	20.27386491	16.7865638	24.0216752	58.99217758	30.38659194	7.113692897	17.03415338	11.53331022	18.87840924	2.392375406	15.89364427	9.39947321	16.7442292	36.22849216	6.512604898	56.44599666	54.06379831
SLC38A6	186.0631285	129.1447152	107.3712497	151.582699	158.5148937	150.8083027	93.74848168	171.2308983	29.76798908	151.3442735	73.35007501	86.01728367	271.9593628	3115.204864	115.8526336	2407.488222	3730.432571	302.2726494	318.6223709	272.7130421	32.75808225	37.66829858
SLC38A7	355.1134964	216.1023821	90.99707092	177.938539	185.1858088	137.761379	174.2477849	185.9315781	278.3451826	210.4804233	190.0161469	145.3897724	300.3940525	417.1164487	468.6692892	945.0554696	477.7395727	290.5734705	202.2215643	208.0628783	247.3910428	256.6157913
SLC39A1	123.4789086	209.0585103	404.1327252	192.299401	331.0806355	462.3424829	905.3694863	476.8668651	257.5422422	235.6228334	394.4867474	651.7812125	590.373107	924.9048021	1164.600094	1013.394194	992.932088	797.637256	382.4354182	400.4666842	76.68559819	601.2776891
SLC39A14	182.9389251	255.0505499	1202.692939	385.4234245	269.0380431	295.286533	1237.928478	399.3322635	373.8802898	641.0345896	311.5431469	920.810181	20.80843767	294.2127349	313.645769	88.78052856	234.1514915	108.8840451	645.6354414	784.7406385	26.83185753	83.73916874
SLC39A2	221.5740634	92.90449699	194.2572943	80.39507763	182.2839096	73.03403533	89.09733546	21.53089091	239.3651577	193.5053414	106.135588	49.49719925	185.8269	170.5473168	233.1585761	93.38294651	154.764079	51.31277002	76.68719752	67.24793992	182.5511885	345.8320841
SLC39A4	122.0897583	67.67145725	338.8227126	192.6319447	208.9986434	185.120371	188.869982	200.5567518	133.1952076	177.1257136	102.7114331	162.5884913	203.5858653	180.0332852	300.5558086	294.2324704	182.3824029	98.32556579	511.3751851	556.6944771	195.1295168	92.13212564
SLC39A6	719.6002751	900.1334121	1223.14876	934.5270703	618.7506932	1005.412398	1453.043017	786.2447719	602.6504459	1018.143806	852.3194383	1056.275143	735.168742	1280.526047	1657.547886	1150.724192	2715.571438	1442.954993	1351.935383	1252.916087	1069.669234	657.9167761
SLC39A7	96.4515763	85.09359906	873.8622945	219.7653646	169.5987981	322.3939727	341.0076265	364.0653404	172.9277095	356.4142926	201.1519661	234.6807205	158.5717636	211.7686777	259.3734414	194.2572943	193.3062354	181.0404724	218.703265	158.5707207	241.1628615	314.2649575
SLC39A8	62.08470112	46.06433585	353.8455751	249.7368558	263.5628328	440.6420384	832.9343772	187.3923151	829.9459555	265.5838298	187.2354496	431.1138337	86.4133261	304.6053134	1799.683549	716.9980128	247.8518477	601.0242839	177.9582748	494.0917016	464.4239735	17.84620854
SLC39A9	95.79830849	94.41722273	224.5451333	98.86888329	67.24739132	93.78776244	240.8141851	86.29774262	201.9974863	141.7107462	102.8896174	148.2319802	128.8971188	190.8128752	179.1601159	141.7949363	207.935114	247.627438	125.1578102	143.628733	223.9187714	108.1950375
SLC3A1	146.8412284	122.141027	108.6029788	91.17039031	115.7646654	96.48897574	67.24739132	81.202364	70.81010107	65.12650423	72.85759208	59.43850829	56.34953004	70.31295722	53.54674843	65.05472903	66.37741458	58.7219835	138.1996058	99.62873877	128.3287389	105.010321
SLC3A2	246.6851489	377.0328836	784.5147606	643.4984932	817.7324496	808.3425732	1389.396307	962.2634604	1150.957021	723.0422543	633.2288797	1176.941205	766.0002194	2695.296858	1344.735285	1329.310273	2171.455666	1476.534191	1396.017086	1843.836905	2294.866265	463.2472049
SLC41A3	808.7077901	679.943212	716.9980128	517.8144578	467.6544051	564.0553437	281.1367576	558.4787717	373.0079719	727.8042811	369.0825599	342.1231155	452.1077211	375.565831	260.4819086	273.6588265	313.23346	355.3944147	408.5645565	468.4446373	358.5714839	414.0944474
SLC43A1	412.1935892	302.5966673	339.1845976	396.7147456	326.1231011	370.6507747	364.2076519	323.2973527	726.4765315	268.0518957	420.5205704	351.9652979	298.9375271	204.4411599	144.4698216	228.5115648	162.0812928	154.5220143	203.226567	215.1403006	171.8802815	367.3649089
SLC43A3	450.9567043	414.0121138	520.3719932	340.1434238	306.7245461	319.7025725	1705.863462	530.4856724	1313.001129	527.8523989	336.0995693	460.4707915	976.0254159	1813.266901	1431.824201	880.2022045	644.6224335	589.8216785	1312.786518	1695.389135	1507.145032	445.8885516
SLC44A4	30.61583253	20.68799431	164.5965871	57.79853643	28.67150516	46.60566809	35.74246341	26.66876459	13.01178701	27.26705685	32.12848706	49.72341447	60.65614842	69.44317615	73.92197088	30.09166395	63.68783649	80.7239864	10.44445715	30.48136145	22.02521969	49.6540893
SLC45A2	158.1540656	170.9759534	127.7255631	86.30756101	69.83123367	93.99766424	79.00529624	54.40588795	39.01581518	45.75083515	21.11413398	51.14434097	44.68020996	52.29394168	31.21088513	50.27476208	69.83485227	39.31993273	57.97804105	63.85935705	69.36108876	119.8609746
SLC46A3	366.8863636	473.3491772	139.4592051	641.9426707	942.7749076	509.9608977	127.0941222	531.8492615	221.5209311	957.7102216	539.799544	336.9689608	477.652495	360.0158409	92.35735602	3358.28216	1685.039605	98.34848285	3665.43353	2501.308509	200.1162747	342.167104
SLC47A1	19.46675205	17.36376915	196.0228246	16.66647758	16.45891984	16.86720259	21.1119252	39.04159069	91.66054146	35.43719894	16.86577606	14.969372	23.35751331	99.4846912	24.29954135	1558.69097	615.7209042	26.77379148	10.46523335	18.21466971	151.410022	19.53303937
SLC48A1	54.37437693	59.28188524	278.6170154	197.1556509	318.9107126	176.6181842	198.9335618	166.5812991	169.0177955	197.7328667	136.1350259	137.289663	428.971236	1817.716284	489.9097729	820.318648	1162.807781	637.9689402	791.1761668	662.6188046	147.2854554	583.7321303
SLC4A2	10.98984974	12.51167396	13.29827708	59.46998301	165.8136948	46.96846223	158.6860471	180.1305047	39.65510764	11.00217748	43.67659041	174.6894196	163.6579236	457.9982849	732.4781749	622.1905686	332.073638	329.2575598	190.7455987	423.2891848	20.46796288	15.1281935
SLC4A3	10.97804588	9.973254203	13.74179096	8.334655202	13.27420938	10.95728207	9.3286347	13.86362993	9.942337106	9.903601396	9.044097842	9.765522647	10.77460617	9.962597045	11.93909122	10.11500312	9.551378694	11.17843469	9.323176836	9.394392237	12.30606885	13.82695338
SLC4A4	494.9603177	377.6338041	132.7260686	170.0755781	73.51233047	115.5304281	81.91354077	63.13335019	186.4613364	403.9833576	250.9183738	281.1367576	97.05527546	78.1263244	58.88429593	53.89433077	82.62231125	79.91655885	98.39633606	66.80375199	100.2186393	215.4343353
SLC4A5	50.91619926	33.02904872	9.741848192	67.04241071	56.83604064	49.49719925	11.39071505	32.13147998	20.61694385	39.32541452	44.12480952	31.80183546	27.47853923	46.92517873	13.65668124	55.20371936	36.90859809	32.54618228	52.99127026	71.71577122	64.87824719	21.93151329
SLC4A7	227.1939066	198.6547558	78.56080877	189.9674523	194.3869003	321.4093749	362.0745296	143.1474071	228.5953256	313.0585458	185.9699947	190.8041111	126.5731163	206.9325852	57.25387632	378.5961347	205.8042378	72.66608641	104.1559261	112.2214744	68.86576293	97.68199416
SLC4A8	34.97463076	59.45255074	35.24465136	11.51444084	9.282962193	10.34392287	10.29840785	18.60026599	97.33877615	43.91140346	84.60868217	67.17486231	27.46289956	37.69856206	47.6537779	86.64548708	11.72495926	10.28276976	102.8437317	83.81776245	348.3098129	29.13675409
SLC50A1	556.5419237	444.7957623	1141.466837	364.0173376	375.0617962	460.4707915	381.6036466	269.2219489	921.8876674	297.6075002	369.7312143	300.7603666	309.0829626	317.937837	875.9636594	847.8104385	369.9515911	387.2442456	226.5681814	234.5416223	257.2689704	321.0533228
SLC5A1	479.4935223	371.4428113	395.8515299	127.6135323	156.1334939	208.3394234	109.3081052	124.098674	109.8860114	177.1258083	119.4929792	135.6273465	146.0687723	152.3939722	82.36935164	77.11890893	128.1246146	157.295766	124.8758729	126.6415571	216.6253703	395.2872383
SLC5A12	26.55344573	35.84134001	5.958947239	5.190288083	26.53483439	11.2981925	2.075508185	4.848004578	8.087745962	28.79986027	4.29534691	8.933068014	3.651962591	16.5696058	3.335122624	16.21638188	5.810612292	11.17863557	18.52827027	4.336936704	15.50943246	31.06839582
SLC5A2	355.9692979	244.7335895	363.4414749	237.3708325	299.7839843	253.1874561	192.0869901	154.5203653	69.4258718	88.72269478	163.8740483	115.298601	194.5550184	265.4512788	211.830306	146.9014409	283.759927	242.1427471	151.7494487	114.0065517	194.1695318	346.8053847
SLC5A3	525.4236906	535.462606	386.7490347	442.2569979	412.0361273	291.3221307	547.0988401	389.2270327	886.8165257	685.1044161	883.393312	1060.249811	243.5404512	1433.29856	319.8054833	1082.637	439.3802866	701.5923253	588.0011302	611.4504484	314.4844895	376.9208726
SLC5A4	200.4880043	112.3834464	274.2520832	45.07239996	28.63089662	96.92594173	101.6990615	26.22845437	203.062812	22.71669335	54.71363195	57.41736661	50.81541599	113.4570399	71.89460431	31.1690733	62.77905556	39.0666108	44.71858757	12.28131576	22.24132822	224.549121
SLC5A5	375.4184355	501.9574844	367.008197	334.7256036	109.1719253	119.9854466	149.7065638	118.138051	256.7860144	259.6065901	262.6899575	177.1261486	258.6127425	187.5278834	135.1742755	148.0780648	182.5834547	150.8021094	276.8405491	155.2943192	182.0119801	445.2068524
SLC5A6	643.9164383	411.8958738	552.9310544	556.0707683	417.5047308	410.3171187	556.5419237	504.1990666	69.87622072	363.9863665	379.2658111	547.9333838	348.5060834	568.2223573	598.8068264	369.770593	438.7252081	941.7838562	414.0108395	444.2779686	1430.845	62.95880093
SLC5A7	118.8706557	150.7635695	123.5233251	23.94993039	30.26095627	34.0025973	19.22533684	9.062667841	116.9333009	164.3016426	46.92901187	28.87408345	25.67806577	21.0740128	35.51276327	31.91347153	19.59036001	60.3921161	43.87680837	22.88267484	54.56943199	91.18780302
SLC6A1	96.57554617	68.6121779	73.69460204	39.72590434	9.485254596	28.61027741	37.42740371	53.75861921	21.29562214	83.02295461	60.41557885	50.59113221	49.37038402	42.91114105	36.46523515	50.75315701	40.68418782	60.4707151	19.82927947	19.43691695	77.88239563	95.10750392
SLC6A11	43.85490429	85.06620626	45.9547747	132.2975164	82.26251271	27.97705381	152.2975464	19.19569957	120.8363809	207.6260093	119.3352008	89.17794598	90.32781862	83.63745966	103.1837193	59.70898915	43.96812653	97.78583333	54.94373746	15.5852259	67.72296679	138.5823604
SLC6A12	887.0564222	490.8347138	288.4584765	168.2352982	156.5395273	198.1319889	133.4873015	106.8888316	193.2778011	208.1975429	236.2411078	168.8951305	352.2097781	780.9110886	1896.883381	162.281914	429.2505465	1485.384689	177.6793495	170.4619695	242.0184775	655.1264349
SLC6A13	369.770593	380.675968	729.9546016	260.6650063	90.2244571	200.4208119	273.6588265	224.1554047	532.0872945	352.4524508	164.6667619	224.4647416	232.3946621	284.6493631	235.2444318	227.1205824	242.4276565	364.5758021	181.690758	171.8264365	266.7539911	502.544428
SLC6A14	83.53138951	73.90484715	55.17004911	39.2990791	32.22592646	35.96606569	13.75492055	26.74266823	53.58359159	79.38907746	29.47118519	27.85929166	42.41234891	37.57925832	20.08479752	25.60693505	42.86663275	33.30423107	26.81740264	26.00204155	11.90185364	93.68102388
SLC6A15	9.485254596	8.78668625	7.796070983	6.957510848	21.8935711	7.214039616	5.037140962	6.894337644	7.979052279	14.09674356	5.937161507	5.36914282	6.960887772	7.724434103	8.255798098	6.646385161	6.688664289	6.590740726	9.06232404	21.67554214	9.563668314	12.48568315
SLC6A16	493.3538226	506.3637445	97.00535628	153.2606186	154.4101049	142.4013816	21.37467901	92.43068087	112.0540077	93.49886093	215.645223	112.1013724	102.9539554	98.23467953	65.87892225	94.92027298	84.62263294	55.88270973	108.1852775	23.20839088	123.5356474	118.0275425
SLC6A2	108.9539096	47.90252438	44.93237465	26.58008246	33.13977452	54.0562838	73.6210358	27.7175438	70.51335279	33.59329948	29.20079977	30.21807353	30.95618393	25.71957584	29.33930172	18.05005157	28.74993427	38.56423592	25.66870629	52.20251651	64.10388183	42.18003367
SLC6A20	10.8262442	14.71675483	15.65307516	21.66447714	50.52462737	14.28013525	8.359413914	14.11785638	15.34639233	48.19620691	20.13119019	11.49823256	12.28270422	11.04386965	13.15225266	9.812231302	8.894115177	11.1206373	12.68925382	18.72031815	23.81584236	16.8264654
SLC6A3	35.38777983	32.03951862	49.81426014	70.3420805	137.9236896	84.54984551	65.72872172	145.8719106	218.9861756	79.94003018	23.21327008	38.85146694	50.53145101	122.2917034	117.7226808	32.04275764	62.53949381	55.17329206	99.25018807	31.2585508	202.3362066	59.72238863
SLC6A4	339.4256944	228.3020433	115.9404818	131.1107141	70.57284924	148.6222178	102.5690932	85.44093155	128.9506019	116.280546	79.19198148	99.6866119	148.3667548	129.0179927	97.2638226	64.40632604	140.3556259	132.7241911	114.4365927	73.14337842	164.2601184	210.5702411
SLC6A5	293.1136201	302.0323419	215.5173489	83.40156295	28.36969988	162.1645953	110.4902286	53.47478762	61.8699643	112.7959396	69.71981791	76.99829833	88.03251444	52.10522562	31.95509978	70.75888178	129.9432214	87.93418052	98.53340646	19.27289508	71.53026234	198.452988
SLC6A6	28.52537307	27.47480654	17.81194748	33.28883527	15.84342427	40.55965894	167.3126262	143.7497321	24.7327614	14.66577097	110.2328496	39.45454535	182.4732286	530.290213	173.9831446	182.147041	552.7476842	772.225133	21.34852749	69.35716127	230.582924	668.3130227
SLC6A7	10.53774419	9.50416525	8.715578282	10.40361805	8.685232908	11.2981925	9.669430796	13.18858231	28.54316783	17.91767387	10.03949626	9.949791059	12.56485822	11.59550295	14.41666747	15.8557398	12.12921987	10.33882213	7.900448315	13.45352771	10.89351459	12.98106114
SLC6A8	23.7998802	30.20938798	27.55771004	18.10935061	29.29715781	73.15350894	23.7998802	11.98524701	90.36925555	26.99470378	14.16256593	26.28547941	25.24797952	104.7565735	72.08610212	160.3659411	172.5495877	31.5977934	31.72733512	45.26894714	22.59175517	39.65183648
SLC6A9	193.7610023	151.3643849	206.4686818	100.262669	13.82877074	72.99488239	147.1106315	96.20392388	9.221142257	242.9482145	84.11725623	111.6046467	106.0965509	105.304214	107.5017488	88.34055902	69.63259637	120.9916657	77.22645681	43.57496071	198.5149935	224.91385
SLC7A1	249.2964218	317.8533436	615.086293	270.3785664	295.8977881	284.5265985	740.3828824	263.2789632	116.1463823	329.4291984	206.5600278	834.9403655	202.3254018	589.3812557	196.9409648	179.842217	362.7062853	528.5301937	314.2953723	361.2158524	296.3518006	147.880697
SLC7A10	66.78073716	84.61698111	110.6318514	33.20097043	19.66949919	53.12123129	44.81896685	626.6515191	23.56884003	14.77666766	31.85028897	24.36857837	34.30894984	52.92098872	34.7291372	26.32189818	37.79824063	53.05335639	47.67700578	11.7742041	34.6614461	50.97452513
SLC7A11	259.0178454	242.9348262	187.1908706	92.17102107	81.31366953	88.25780293	137.0201675	73.47466073	157.6567325	172.136514	115.2395558	159.2974346	110.717627	4283.378997	165.33363	278.1385117	3830.750206	3807.475063	603.413587	874.1711931	951.4330025	321.1671474
SLC7A2	61.9081487	37.08051111	89.09733546	49.89816804	15.74284151	22.79147187	43.33384859	7.297082716	67.17498397	41.77318436	43.82496086	47.46263396	15.15774123	30.9310001	22.77650595	12.95560951	13.15170239	16.65630798	7.173357581	13.02092003	55.37900422	60.73624677
SLC7A4	91.93953887	98.58420322	168.4751876	146.0607379	72.92109672	157.1214032	111.8844513	112.0544331	58.75221455	45.3421713	106.0635425	81.61941788	71.03664989	72.97362242	33.71934411	75.4038863	72.24366151	88.16680605	75.23369507	122.8177314	153.0055799	143.6690862
SLC7A5	99.90059987	178.7494889	1602.253289	245.8706323	225.8220341	404.8347668	4868.502443	1123.318028	491.7912357	259.1212921	552.7361485	2072.596228	50.80878555	1011.333618	2251.396451	155.8458371	514.2951879	428.9469808	2367.982972	4925.021785	924.716455	103.2792407
SLC7A6	501.9616375	509.7338202	394.3207649	473.0521922	721.4483714	549.1078301	388.2749858	499.7310414	475.9894935	479.0346468	296.0895143	375.1830254	235.923209	199.5545443	102.7928625	153.4955828	285.8105703	196.8616564	255.3732448	296.9447783	386.4216778	273.1369881
SLC7A7	2859.409338	2618.320109	3086.437973	209.7434621	102.1713027	118.3557256	50.91619926	133.4873015	346.2852319	2083.352659	367.7751823	204.6620184	7692.175309	4530.166181	2061.763539	3623.680245	1843.690922	1671.621163	695.8268032	815.6383114	438.0828967	1897.819874
SLC7A8	404.8347668	181.6680501	262.0558836	184.3654324	177.1261486	158.331465	150.5851783	213.1641938	61.1080004	174.7974328	137.7454314	122.2890422	169.5161821	574.1478988	159.1785523	1098.601233	2150.152994	417.9731014	185.748298	154.3837219	94.9712073	286.5589219
SLC7A9	977.5416615	667.3937577	393.915251	256.5432083	61.1295924	177.8616964	147.9230211	181.9526719	227.4515201	480.0239798	168.556893	185.6000122	204.0536677	191.7831729	169.4271209	113.6054513	214.5483169	209.5942603	77.95985625	111.8169124	254.8881193	537.9130334
SLC8A1	50.11843442	81.62330004	43.64768257	20.39934962	49.37293225	41.40994564	45.2333023	73.15350894	69.23342756	24.46484627	53.73651376	52.06339581	135.1419912	170.3301008	244.6328867	117.7226808	174.0219302	76.53708951	51.44968896	20.42416012	31.49608718	179.0524902
SLC8A2	135.8294143	45.74313432	82.87062985	31.63652274	27.44067488	78.44662777	24.35123147	29.56343132	228.6053829	114.8919574	24.94165492	24.36857837	33.02168274	20.83515767	28.25333282	30.4274162	25.54781299	22.62743681	19.80699068	19.22505604	158.6182079	122.2902318
SLC9A1	164.781526	156.4389346	188.93844	234.9008857	115.6721617	284.4126543	239.8662179	379.8304791	183.1615533	292.9050637	384.155927	339.3043854	345.3355945	928.9379134	181.7543756	330.9672515	438.0011079	225.8443371	544.2902912	299.7525258	709.0194199	716.4975926
SLC9A2	6.264629561	7.249294649	11.69136762	14.6999915	27.69750654	9.936805882	9.040054131	9.6818797	69.80192476	8.783901647	14.88508813	8.615516504	13.17640324	13.5189277	8.615516504	6.382539853	12.89607694	12.35827554	10.31602998	17.57663147	41.90302066	13.99997459
SLC9A3	11.18070884	11.87970143	20.08479752	10.96638796	37.49965748	22.53108052	24.14453092	12.28113965	31.15683158	13.48727854	27.05016056	11.3103513	15.78924199	11.67690055	19.29191355	13.16479841	20.54015704	15.33083642	11.55772848	16.76679929	35.7320213	12.62905128
SLC9A3R1	1218.618045	1340.633619	2158.745836	3638.463306	1570.625152	2712.303942	1293.436854	2357.542622	2808.317275	3146.169364	3756.272219	2645.147127	959.1435836	466.7785467	325.6674246	438.9346022	313.0681841	363.932447	1078.206092	729.683668	2929.415296	2439.547577
SLC9A3R2	2.85143846	3.332510882	6.012601717	15.75685107	10.38776787	4.672469314	6.958858985	10.62580967	10.21325152	15.46245229	14.24384328	9.985225241	7.307517998	5.319769623	7.95943511	5.19508538	9.135096869	6.804509096	9.621316532	13.08631367	12.53776935	10.87236924
SLC9A5	57.91713283	31.37845723	27.06832531	20.20584409	32.02053189	20.2876468	85.19343142	94.53834579	49.24135046	31.93128088	32.11877147	70.6867458	49.67150913	37.43136262	32.02053189	104.5654267	112.8414808	37.68743656	96.3147784	225.2709905	80.69914403	42.10267989
SLC9A6	983.2371048	807.955467	591.0133484	1130.493999	996.0419456	1154.876658	774.1475108	681.699199	996.3821312	1677.569924	784.965509	839.568697	1031.081735	1537.564281	844.7081417	1748.126488	1623.177413	699.9375116	1430.787491	1193.054737	700.6447283	597.2745308
SLC9A8	430.9391374	318.1675216	247.5051475	326.7107236	339.663784	343.6898904	230.9264042	588.4766163	194.9542056	186.5298182	514.9215526	426.4681517	364.2672454	174.6284726	304.9928842	322.6103849	212.2718055	220.4146764	269.1270259	224.162558	697.0367506	554.8799124
SLCO1A2	298.3935817	212.7138044	120.9265077	57.52079453	59.50707	75.44491958	54.31108079	29.64538132	119.7130703	190.1364694	76.26799603	63.22899437	86.2291539	64.76120953	58.88429593	53.92476594	88.47791926	80.46206632	61.86708985	78.6860854	63.59622632	183.1943715
SLCO1B1	93.58629209	122.4391719	192.5532686	30.20248231	12.76669965	71.82322708	49.07304341	63.96537025	58.53009842	147.7234415	49.40686471	45.2032616	52.14249749	43.10247486	55.91267865	36.53511915	70.9615451	65.12410137	62.06810623	58.47068285	208.5137607	139.5141246
SLCO1B3	14.52740162	19.43551274	11.54372789	10.59219737	73.36532588	17.621002	13.97113819	20.45437223	14.15927704	26.87146703	9.807098868	9.398323168	10.70501419	9.302510884	8.208624803	5.9991795	11.20625042	12.4523104	20.71099579	7.74444022	7.109510089	16.43801434
SLCO1C1	437.3613074	227.9469806	164.3007423	101.7723537	78.37163777	111.2877955	87.27780178	72.20121924	106.1958761	135.5472913	96.97886882	79.35735711	116.584838	80.54536298	60.85374211	48.67912609	58.12529785	101.7449284	101.4940116	105.1171748	106.836883	177.0632326
SLCO2A1	227.7664271	182.0891706	113.4149193	134.5916849	74.89234742	95.30143834	120.22468	178.1714163	221.3397098	84.86961274	151.3694774	134.9722997	124.1313012	126.1561534	200.9187193	113.5525379	104.8290864	183.6202885	140.6055228	123.7988269	144.1182906	269.0023471
SLCO2B1	38.00908858	31.36195285	60.60903736	22.60620363	63.40886831	35.6968069	31.77841718	23.13786208	58.900395	36.33127419	25.15619489	34.63556475	27.44151684	1495.679944	111.6046467	3561.016764	1959.484232	502.4215234	288.6395895	297.2578335	47.34833211	33.36714005
SLCO3A1	9.419742658	6.043869439	6.881696305	186.9869837	292.3473013	318.2705827	94.8369101	101.9515223	274.4439628	610.2901042	252.5468161	194.6666806	642.9490337	252.5278173	1412.578958	731.2741481	400.8858255	573.6634739	306.2858431	413.2831938	2697.879401	1301.754972
SLCO4A1	142.7268857	168.5357559	380.4961472	36.98547619	171.0933818	15.79387944	601.4942329	189.8560409	1064.461993	103.8256083	131.6026692	395.1559399	72.79529533	280.9175211	461.4711308	152.0118385	95.69676512	145.3910781	55.14563371	168.4751785	338.5883059	60.42219159
SLCO4C1	50.72389247	40.7190104	30.88657745	48.50678449	22.01565644	21.23331069	30.88657745	43.79639678	25.52298426	190.8148081	337.3512875	347.0630938	80.12680912	132.5189859	14.08295	53.25152761	32.20383346	22.88248887	209.2601634	107.7025067	439.8693048	291.0862036
SLCO5A1	118.7296898	108.1291054	82.29386042	30.06870751	55.91267865	70.96791001	41.79365254	15.57807487	112.9325737	35.53050559	73.09344194	49.59274467	40.69340961	42.48673066	954.0382072	39.75712842	42.93594304	1056.080519	14.98054654	26.31428316	29.11032035	131.4344977
SLFN12	60.33681394	61.77924022	107.9752194	90.52433421	51.37237235	49.37293225	100.26695	76.55215824	102.6614196	309.6408063	253.5053242	222.7859712	270.7126875	100.9279163	544.341899	235.9541063	197.1597368	273.3132911	478.7515455	258.6555837	289.1522173	129.6776103
SLIT1	112.3291867	97.32454097	93.26068194	60.25347752	115.8090056	50.52462737	79.20083093	84.512461	250.703068	199.046673	46.62176002	31.77841718	25.48436968	26.97628148	76.9655571	77.34829047	88.31007918	61.27145803	27.76798563	29.22208015	17.46185815	74.87415106
