Gene	CD10	CD31	CD45	EPCAM
AC007365.1	1.545211127	1.34162864	1.583589286	1.654130144
AC007365.3	1.819594024	1.941691248	2.977988231	3.248427557
AC007365.4	1.572468228	1.252570254	1.511137123	1.43492822
AC007381.2	1.350432991	1.270711055	1.661920757	1.435919701
AC007381.3	1.343241104	1.383207294	1.596021089	1.34441688
AC007383.3	3.654976032	3.964224721	2.128941585	3.90133529
AC007386.2	1.345469376	1.298206504	1.612558856	1.318980097
AC007386.3	1.395485995	1.343405647	1.801202933	1.386887991
AC007386.4	1.398768924	1.898197178	3.799195425	1.718747082
AC007392.3	1.823738284	1.282076618	1.523213238	1.361088282
AC007392.4	1.802511238	1.254637719	1.434534008	1.33484275
AC007395.3	1.333805026	1.26466248	1.412729662	1.3084406
AC007403.3	1.422238576	1.312424097	1.653024659	1.379346187
AC007405.4	1.383412518	1.269672258	1.665130992	2.361132401
AC007405.6	1.863506689	1.356791483	1.511642418	5.182122911
AC007461.2	1.365519087	1.344763411	1.445049793	1.373613723
AC007557.3	1.352937928	1.270794414	1.458662158	1.351566468
AC007563.1	1.393880024	1.307694225	1.841933434	1.497159578
AC007563.3	1.400782507	1.254785708	1.412729662	1.384868355
AC007566.10	2.357106058	2.768720179	2.79651006	2.344412629
AC007618.3	1.52751211	1.348539185	1.499043818	1.339270362
AC007620.3	7.050993253	4.942133784	4.576938375	2.300610599
AC007652.1	1.333805026	1.266359674	1.536593155	1.323462705
AC007679.3	1.396908279	1.416715382	1.484147108	1.367003531
AC007682.1	1.356785555	1.418470987	1.70101822	1.329532416
AC007743.1	11.26625214	20.06070679	20.7146858	16.87180108
AC007750.5	2.182647589	1.569548202	1.678085498	1.357588533
AC007773.2	2.253362254	2.067684593	1.930434439	3.032511369
AC007790.4	1.927860915	1.894918846	2.064624036	2.313505468
AC007875.2	1.790768534	1.991697751	3.745896222	3.140386818
AC007879.2	1.765634704	1.509492531	2.222117494	2.140510817
AC007879.3	1.38804103	1.329729582	1.61216953	1.526622207
AC007879.4	1.449161817	1.464335627	1.738520094	1.486463851
AC007879.5	1.752688655	1.927201526	2.697585902	2.48612253
AC007879.6	1.388955918	1.238956246	1.453798201	1.336752634
AC007879.7	2.496617612	1.403358703	1.932853357	3.342260905
AC007880.1	1.337045238	1.236652959	1.654175598	1.321235716
AC007899.3	1.691524818	2.224977177	1.886828984	2.258769166
AC007906.1	2.596314013	2.185392503	1.716171184	1.556752413
AC007919.18	1.649120638	1.794826484	1.653077229	1.785370282
AC007919.19	1.406109825	1.273058051	1.618261256	2.120041872
AC007952.4	1.408568277	4.239110508	1.475336773	1.365749425
AC007952.5	1.495706093	6.479720883	2.397360462	1.935928068
AC007952.6	1.355397142	2.404127208	1.749744291	1.633006652
AC007966.1	1.39747407	1.305929689	1.432951926	1.403155886
AC007969.4	1.368322819	1.257767121	1.412729662	1.389951896
AC007969.5	2.11332759	1.911903201	1.99511517	2.3704511
AC008063.3	1.3935771	1.337827511	1.791698903	1.449001128
AC008065.1	1.393322367	1.33348541	1.871775673	1.76340711
AC008067.2	1.381794773	1.331948057	1.568388076	1.362513132
AC008069.1	1.333805026	1.220896387	1.543727132	1.309127645
AC008072.1	1.438372121	1.345202741	1.579925072	1.314947033
AC008074.1	1.853912655	2.69101901	3.882207098	3.268603926
AC008074.4	1.360597609	1.228483849	1.423737325	1.412755301
AC008074.5	1.399512015	1.49868111	1.503727487	2.059534806
AC008079.9	1.431396405	1.461366648	1.504965677	1.395614641
AC008088.4	1.440958827	1.286202521	1.48779682	1.513177354
AC008103.4	1.42267721	1.828825421	1.958387957	1.634619191
AC008132.13	1.507275618	1.320602839	1.610730507	1.535868599
AC008132.15	1.509522937	1.810090194	1.861824878	1.651859487
AC008171.1	1.458405938	1.364522825	1.412729662	1.439191048
AC008264.4	1.521601792	3.480999817	1.488610648	1.597901231
AC008268.1	1.336444016	1.29216225	1.55042185	2.966564204
AC008277.1	1.969048672	2.434314031	2.13972952	2.241078729
AC008278.3	1.338876226	1.230414472	1.431904671	1.334693772
AC008280.1	1.448258059	1.328751132	1.78641386	1.457058329
AC008427.2	1.408604175	1.300148911	1.441860078	1.406722912
AC008565.1	1.548683864	1.271993079	1.618426921	1.30393463
AC008592.5	1.46362815	1.564247052	2.2599647	1.637890809
AC008703.1	1.403502579	1.371648013	1.894854736	1.39982255
AC008746.12	2.113959519	1.768993283	1.840290973	2.599016283
AC008746.5	1.499187796	1.220896387	1.666919334	1.573083902
AC008810.1	6.765084429	4.487159608	4.816285208	13.61814167
AC008850.3	1.333805026	1.256960746	1.518827284	1.366674184
AC008937.3	1.580428097	2.034232253	1.940065283	1.889404088
AC008985.1	1.700868067	1.689038262	1.831917161	1.971551829
AC008993.2	5.185225694	4.146569785	5.988845154	8.32619495
AC009005.2	2.135949728	2.155293203	2.228169436	4.749508737
AC009022.1	2.707628952	2.457100007	3.176404086	5.373722649
AC009060.2	19.04305158	21.76072484	34.31045043	42.72313338
AC009095.4	1.581063026	1.800465441	1.658829034	1.772737436
AC009120.11	1.350517505	1.263679936	1.55510856	1.49605225
AC009120.3	1.824992917	1.706868158	1.622617208	1.939560418
AC009120.4	1.576240045	1.293840426	1.593410253	1.509419026
AC009120.5	3.14841062	3.342605577	3.290896563	3.325412107
AC009120.6	8.454146852	8.76715733	6.022241441	8.220426743
AC009120.8	1.333805026	1.237602751	1.445004745	1.331933553
AC009120.9	1.353985536	1.303228075	1.71709796	1.34617886
AC009133.15	1.499237627	1.26797809	1.476522956	1.460549916
AC009134.1	1.333805026	1.296800733	1.725645687	1.329450029
AC009158.1	1.342645648	1.26770941	1.497729181	1.345559076
AC009166.7	1.41399428	1.25614869	1.484990294	1.371196595
AC009227.3	1.358192294	1.257945143	1.453400846	1.363498481
AC009234.1	1.363405383	1.232943037	1.501976428	1.322030409
AC009237.10	1.333805026	1.228833585	1.460947822	1.344147546
AC009237.11	1.502933136	1.251750581	1.428736987	2.474328118
AC009237.13	1.333805026	1.273722348	1.455402357	1.299125513
AC009237.4	1.38588164	1.244487926	1.571352799	1.30690685
AC009237.5	1.333805026	1.230419358	1.443648067	1.299125513
AC009237.8	2.602292226	1.549991077	1.71874445	5.793617948
AC009245.3	1.757440086	1.654146053	1.848280482	1.749039958
AC009262.2	1.49496885	1.396952771	2.118117332	3.140469775
AC009264.1	1.412726679	1.411330022	1.782373297	2.092173297
AC009299.2	1.565217217	1.401795462	2.210058811	2.040859396
AC009299.3	1.998204332	1.446962781	2.606822924	8.3306263
AC009299.4	3.245573432	4.368625121	10.05152989	2.938281932
AC009302.2	1.346374253	1.304102609	1.511391442	1.883644046
AC009303.1	2.638816717	3.060515257	4.071813619	4.317655637
AC009305.2	1.333805026	1.220896387	1.412729662	1.299125513
AC009310.1	1.343271469	1.338077395	1.722889208	1.508789189
AC009313.2	1.376633971	1.313296164	1.698297622	1.470717571
AC009362.2	1.376285815	1.287487468	1.45004467	1.540697234
AC009403.2	2.78088059	3.651417428	3.185375751	8.083355703
AC009404.2	2.287635878	2.384053349	3.698972196	2.288217807
AC009410.1	1.401901581	1.230910789	1.440137789	1.655926591
AC009414.1	1.333805026	1.374709633	1.601305031	1.311513294
AC009473.1	1.382273206	1.362789798	1.621057789	1.879438379
AC009474.1	1.389430928	1.341535445	1.505059974	1.33293324
AC009487.6	1.847475561	1.733316473	1.656112534	2.094009345
AC009494.3	1.343195636	1.245162692	1.412729662	1.323949971
AC009495.2	1.351056952	1.43268843	1.741927694	1.976521608
AC009500.2	1.351292633	1.251871244	1.435093434	1.299125513
AC009501.4	1.538563243	1.552190369	1.878318931	2.41946016
AC009502.4	1.709600489	1.474083181	1.723568114	2.764310304
AC009505.2	2.158421963	1.925192788	2.561933953	2.096103042
AC009506.1	3.666668417	3.245030892	2.79785708	4.697829958
AC009506.2	1.656668094	1.439392902	1.746180114	1.6312799
AC009508.1	1.333805026	1.300014285	1.476810394	1.320172436
AC009518.8	1.750911077	1.700571749	1.948415262	2.013836593
AC009542.2	2.595570322	2.125273432	5.181821512	4.011385761
AC009784.3	1.366414191	1.237520096	1.611644622	1.498891953
AC009784.4	1.333805026	1.250666495	1.483934201	1.309890334
AC009878.2	1.333805026	1.248979071	1.480090089	1.299125513
AC009948.5	11.89044807	12.57515746	7.318865845	12.39496726
AC009948.7	1.850756681	1.68006989	1.709144799	2.049711449
AC009950.1	2.099694415	2.070816484	2.62953063	1.483512777
AC009950.2	2.286776034	2.553677607	3.417180461	2.389735458
AC009960.2	1.411097969	1.327606664	1.499267341	1.411258757
AC009960.3	1.415257551	1.304299388	1.51165795	1.338206613
AC009960.4	1.444436569	1.438933764	1.890618097	1.509475018
AC009960.5	1.368860722	1.353395483	1.553529369	1.400867876
AC009960.6	1.333805026	1.220896387	1.59511609	1.299125513
AC009960.7	1.333805026	1.247709379	1.522258213	1.321258501
AC009961.3	1.867919193	2.584829098	2.299062558	2.380830064
AC009963.3	1.491536545	1.33230489	1.610679815	1.429111945
AC010082.2	1.357718839	1.336667294	1.642454236	1.322565934
AC010084.1	1.345227052	3.218635158	1.483115944	1.30559178
AC010091.1	1.394340052	1.260201292	1.533852797	1.483345703
AC010127.3	1.436768708	1.386249426	1.782985084	2.621081284
AC010145.4	1.333805026	1.220896387	1.532389553	1.299125513
AC010146.1	1.349192331	1.242960075	1.580355499	1.32390315
AC010148.1	1.513230487	1.446452295	1.458396083	2.258229993
AC010150.1	1.549857477	1.362883387	1.838730048	1.923191312
AC010209.1	1.333805026	1.220896387	1.412729662	1.299125513
AC010226.4	3.141123216	2.62882415	2.814349511	2.650363235
AC010240.2	6.811480678	6.268619565	4.866908507	7.300558915
AC010287.1	2.364463751	2.921017179	3.225177923	4.619282988
AC010468.1	1.887484958	1.687327896	1.96587626	1.965746384
AC010468.2	1.497634732	1.309871171	3.356959036	1.374702964
AC010522.1	1.633162361	1.689360361	1.603859853	1.946687753
AC010642.1	2.538266533	2.849262584	2.153691174	3.059635764
AC010677.5	1.36744083	1.220896387	1.412729662	1.748182956
AC010723.1	1.333805026	1.252381183	1.601908528	1.311272361
AC010729.1	1.376171122	1.287036574	1.637565932	1.381498912
AC010729.2	1.34561163	1.272067547	1.531343827	1.302064348
AC010731.2	1.343938751	1.263785288	1.481010014	1.542567411
AC010733.5	2.708563422	2.823904432	6.410821825	6.889835979
AC010740.1	1.339602964	1.262309962	1.484914755	1.299125513
AC010761.10	1.820189862	1.551088587	2.851961517	3.342643418
AC010761.13	1.499760931	1.953006194	2.089463585	1.841277806
AC010761.8	2.240044007	2.372412831	2.317983175	3.617755102
AC010761.9	1.715684031	1.553424605	2.065224947	2.722666888
AC010883.5	1.527918933	1.541484594	2.163007136	1.860239505
AC010886.2	1.751568181	1.285262915	1.769244611	1.457126346
AC010890.1	1.351882273	1.426565443	1.436340618	1.615874421
AC010894.3	1.580259554	1.727269722	1.591803324	2.634814559
AC010894.5	1.57280737	1.542758164	2.410645731	1.46868353
AC010930.1	1.333805026	1.220896387	1.4855072	1.350092234
AC010967.1	1.37418368	1.434983671	1.811794138	1.401457355
AC010970.2	14.56266143	14.51488872	27.61713701	8.888586078
AC010976.2	4.342832327	3.534979214	4.223175276	8.348706722
AC010980.2	1.923511601	1.455486411	1.754545622	2.971155938
AC010987.6	1.432268516	1.462422114	1.412729662	1.452189108
AC011242.5	5.653898767	1.372929819	1.712796091	3.041286107
AC011247.3	1.606971643	1.333507072	2.057590635	1.612313107
AC011284.3	2.030217715	1.293069784	1.593209856	2.542887717
AC011286.1	1.441439342	1.303701205	1.579950394	1.361969019
AC011290.5	1.660287586	1.487993938	1.670469877	1.877776261
AC011294.3	1.419806557	1.330359517	1.598868385	1.934505716
AC011298.2	1.338495689	1.237594874	1.412729662	1.564803363
AC011322.1	1.43678043	1.268281795	1.54307493	1.861573372
AC011330.13	1.951344012	2.04801767	2.016920465	3.531373637
AC011330.5	1.797305819	2.035182282	2.815360331	3.676741983
AC011513.3	1.333805026	1.253563825	1.469487923	1.455384854
AC011516.2	1.408515903	1.370254489	1.487001987	1.353823376
AC011518.1	1.340202908	1.277179011	1.509948506	1.336045594
AC011525.4	1.349484589	1.243509365	1.572318821	1.302668107
AC011530.4	1.98775308	1.387396191	1.865718055	1.695175446
AC011558.5	1.898086813	1.611465325	6.386756578	2.755795025
AC011625.1	1.684607613	1.3459264	1.497058491	1.329264898
AC011718.2	1.394492039	1.400905512	1.618033632	1.407627708
AC011737.2	3.932271518	2.376123459	2.589953825	5.041653766
AC011747.4	2.433153149	2.612919489	4.845226337	3.135524972
AC011752.1	1.333805026	1.315580691	1.465971465	1.299125513
AC011816.1	1.462174188	1.276038143	1.595004865	1.342237384
AC011899.9	1.4461018	1.271941931	3.597303832	1.710052158
AC011933.2	1.637367783	1.336155926	2.643642267	1.764315694
AC011998.2	1.356007946	1.220896387	1.412729662	1.319524718
AC012065.4	1.355349033	1.227813295	1.431745332	1.336573068
AC012065.5	1.582041025	1.457651693	1.586662536	1.573204757
AC012066.1	2.048620745	3.322530225	5.022168478	3.206073548
AC012074.2	1.443179205	1.48837691	1.796109971	2.33139053
AC012075.1	1.402255849	1.398083484	1.723626732	1.451861905
AC012123.1	1.354154524	1.338078962	1.449755204	1.484304261
AC012146.7	2.591264183	2.30713706	2.276892486	2.384480222
AC012314.8	1.53292953	1.787741435	2.092559021	1.830330318
AC012354.6	1.344814408	1.276289362	1.454410485	1.373718761
AC012354.8	1.333805026	1.305496184	1.572209923	1.37413775
AC012358.4	1.870111221	1.769049369	1.649339626	2.209022783
AC012358.7	1.588282311	1.47928314	1.607291442	1.793540798
AC012358.8	3.013478702	3.073227511	4.49522986	3.604387432
AC012360.6	4.089137288	2.011588655	1.692071781	5.329138069
AC012362.3	1.356325287	1.229530515	1.643255063	1.479222269
AC012363.10	1.403674944	1.396797791	1.510147509	1.60181565
AC012363.4	1.434850129	1.47132853	1.564480813	1.680431482
AC012363.7	1.621368857	1.753994217	1.744067792	1.887517029
AC012363.8	1.74451153	1.566416426	1.973139629	1.818140178
AC012365.3	1.391581758	1.404817591	1.603912669	1.31015778
AC012370.3	1.525107635	1.506311296	1.770596248	1.591918736
AC012442.6	1.602868432	1.67148038	1.601680306	2.491158179
AC012456.3	1.333805026	1.265141458	1.498509474	1.375718504
AC012497.2	1.333805026	1.262673353	1.412729662	1.361270041
AC012501.2	1.431745432	1.409891195	1.754255111	2.328161903
AC012501.3	1.486763813	1.311387485	1.70152084	3.481470849
AC012506.1	1.333805026	1.252999571	1.412729662	1.299125513
AC012507.3	1.393044327	1.291543685	1.551982046	1.352959932
AC012512.1	1.38567975	1.295258979	1.462779223	2.389196945
AC012513.4	2.135829462	2.266191153	2.688230651	2.044006269
AC012513.6	1.51356372	1.226571515	1.477374004	1.299125513
AC012531.25	1.467634643	1.321818935	1.546253991	1.571711909
AC012593.1	1.4125699	1.502897768	1.876084905	1.386133803
AC012594.1	1.362739518	1.45474547	1.807997461	1.588050456
AC012613.2	2.080002485	2.689076365	1.81364363	1.538270535
AC012668.2	1.442017444	1.285754085	1.647866221	1.330028391
AC012671.3	1.333805026	1.220896387	1.479436284	1.299125513
AC013264.2	1.371358742	1.313436258	2.596579656	3.260673856
AC013267.1	1.400278018	1.363833204	1.628201148	1.502494199
AC013268.3	1.356614456	1.304759085	1.448529113	1.936721674
AC013271.3	3.436552774	3.24265575	1.958803513	1.794813571
AC013275.2	1.376902563	1.341334091	1.661857504	2.671694333
AC013399.3	1.347549196	1.382591971	1.46368832	1.308470433
AC013404.1	1.333805026	1.251621666	1.412729662	1.299125513
AC013410.1	1.467780284	1.278040094	1.566804964	3.396335616
AC013410.2	1.379155236	1.263560083	1.428975761	2.442252266
AC013429.5	1.642726647	1.850121417	2.261056979	1.97337632
AC013437.2	1.414695428	1.549571449	2.257116958	1.372632639
AC013437.4	1.370641419	1.329568752	1.933464357	1.299125513
AC013437.6	1.349168212	1.455918754	1.848445161	1.33572682
AC013437.7	1.347323213	1.31331467	1.465660856	1.354617799
AC013444.1	1.354542611	1.31856472	2.401601198	1.413143788
AC013448.2	1.385454693	1.278977986	1.599030205	1.313636296
AC013460.1	1.483100028	1.511848216	2.057594766	1.496873538
AC013463.2	1.633779279	1.583574511	1.742522582	2.737713383
AC013472.3	1.480140516	1.53596757	1.80210446	1.876746239
AC013474.4	1.444966287	1.69912469	2.124418101	1.34424351
AC013727.1	1.38194148	1.249541282	1.597649575	1.317099287
AC013733.3	1.405319813	1.305153291	1.554390211	1.304695186
AC015726.1	1.685065874	1.260309344	1.520026719	1.480841215
AC015849.14	1.380342325	1.261443182	2.050940822	1.534306646
AC015849.16	1.404451392	1.414582421	1.838044527	1.554676552
AC015849.19	2.913338249	2.977415656	3.33940192	4.321547225
AC015922.5	1.446412534	1.282120784	1.690462738	1.369025779
AC015923.1	1.735238849	1.373082861	1.625397426	1.846937694
AC015923.2	1.601553591	1.241845399	1.575093334	1.802584294
AC015969.3	1.350322718	1.259126995	1.837351291	1.311194845
AC015971.2	4.766439366	6.097516085	6.547772628	8.84070907
AC015977.5	1.333805026	1.233753717	1.480810078	1.316290936
AC015977.6	1.401367766	1.220896387	1.468804632	1.319972028
AC015987.1	1.893531899	1.969565267	1.933712521	2.389761339
AC016142.1	1.673646135	1.661027754	1.823013956	2.720876383
AC016549.1	4.403571392	3.992865129	3.313932649	6.732128391
AC016577.1	1.428694056	1.268745953	1.412729662	1.326301576
AC016582.2	1.637905586	1.364909581	1.583125025	2.339713188
AC016629.3	1.699200362	1.462364739	1.728639347	1.604761664
AC016644.1	1.563081735	1.305882993	1.61448446	1.513251797
AC016656.1	1.430297849	1.290767681	1.474853031	1.392707751
AC016670.1	1.333805026	1.220896387	1.412729662	1.299125513
AC016683.5	1.452463245	1.254742432	1.462345848	1.779822955
AC016694.2	1.342460207	1.233467667	1.442140519	1.299125513
AC016696.1	1.352416828	1.456261233	1.5333092	1.330985724
AC016700.5	1.516070932	1.583052957	1.848109918	2.142802136
AC016708.2	1.730019281	1.491991908	1.682278751	1.835836263
AC016712.1	1.333805026	1.220896387	1.484976622	1.299125513
AC016716.1	1.370490206	1.22667309	1.54405969	1.322770669
AC016717.1	1.387113193	1.35055882	1.456044216	1.64758789
AC016722.4	1.696319772	1.65741336	1.551950976	2.351075713
AC016735.2	1.631250055	1.377350034	1.69508159	1.758628958
AC016738.3	1.485945513	1.39312768	1.538032081	1.520900304
AC016739.1	1.333805026	1.220896387	1.417136082	1.299125513
AC016745.3	1.364798726	1.294707095	1.454661524	1.707186485
AC016747.3	3.583793056	4.125480746	3.207063322	4.089564993
AC016757.3	1.543849979	1.827889033	1.63006806	1.666245643
AC016831.3	1.424426336	1.25916969	1.503685745	1.365683689
AC016831.6	1.345982819	1.257640628	1.632081909	1.391446742
AC016831.7	2.434386016	3.513531337	7.36480093	3.619696637
AC016894.1	2.736357704	2.205801583	2.695831842	3.081092743
AC016903.2	1.333805026	1.220896387	1.437444114	1.299125513
AC016907.3	1.388472621	1.418398362	1.640561767	1.502129965
AC016908.1	1.333805026	1.263161154	1.49475775	1.310789163
AC016909.1	1.675858067	1.592998251	1.719986877	2.067033772
AC016910.1	1.472782622	1.23458015	1.462898283	1.392522315
AC016912.3	1.463819342	1.841930103	1.657226168	1.444505405
AC016994.2	1.395027689	1.247337522	1.458941449	1.371013656
AC016995.3	1.590520498	1.289852697	1.491739761	1.566085302
AC017002.1	5.757611054	5.036740392	3.76869769	2.797110914
AC017002.2	14.9012644	14.7227603	6.406661589	8.624133758
AC017002.4	1.405495744	1.239589154	1.616558238	1.449237134
AC017006.2	1.38699363	3.118699623	1.749721835	1.788104761
AC017006.3	1.432146413	1.36406038	1.468186347	1.322899525
AC017028.10	1.491244031	1.356007604	1.718607955	1.471045511
AC017035.2	1.417044392	1.349563117	2.964657633	1.553647182
AC017060.1	1.817720369	1.311538922	1.745820916	5.074844795
AC017078.1	1.838701066	1.668520001	2.294310011	2.464441735
